fold,subject_id,video_name,window_idx,window_start_sec,ear_mean,ear_min,ear_std,perclos,blink_rate,mar_mean,mar_max,is_yawn,pitch_mean,yaw_mean,roll_mean,pitch_std,frames_total,frames_no_face,low_quality,drowsiness_level
Fold1,Fold1_01,0.mov,11,16.21682545837257,0.31547272760441275,0.31205352748424253,0.0019960117162412753,0.022727272727272728,0.0,0.005842063748456133,0.006329830783621787,0,8.811503250781817,-28.302479685795586,-3.4321464235549257,0.061279125422277654,22,0,0,0
Fold1,Fold1_01,0.mov,12,17.685015417566795,0.3158584161394021,0.30920541707636906,0.0023905135790465476,0.02097902097902098,0.0,0.0055071174256757175,0.006409301453452982,0,8.770968176998865,-27.850949368598194,-3.548955452742554,0.20086409159925128,22,0,0,0
Fold1,Fold1_01,0.mov,13,19.15320537676102,0.2850663131027732,0.17058785137459237,0.03615640566906377,0.022727272727272728,0.0,0.004594395768187982,0.006129977382518171,0,9.163557959939867,-30.07830525401927,-3.7308034248338164,0.3848380150725458,22,0,0,0
Fold1,Fold1_01,0.mov,14,20.621395335955242,0.30185806111139313,0.29499439842563746,0.0031713259834797074,0.021212121212121213,0.0,0.00517191094986263,0.006143648783699078,0,10.107706622403159,-31.020923017221506,-4.167097338473852,0.14112081442975075,22,0,0,0
Fold1,Fold1_01,0.mov,15,22.08958529514947,0.28435567782347093,0.2017675174375116,0.02764753290810097,0.019886363636363636,0.0,0.005417440377699942,0.006091788110160461,0,9.699021843098834,-30.944265615464666,-3.817385074067374,0.12507941479368553,22,0,0,0
Fold1,Fold1_01,0.mov,16,23.557775254343692,0.24383021176363107,0.1878761133425933,0.025423619607494504,0.0213903743315508,0.0,0.002581632592178748,0.006589575283370232,0,6.426668733695009,-28.037287201785908,-14.222530560364817,6.959926251102408,22,0,0,0
Fold1,Fold1_01,0.mov,17,25.025965213537916,0.26236641297750174,0.23440675307174194,0.014740958197676934,0.020202020202020204,0.0,0.0018152718007689432,0.0038081049736104263,0,8.891894360581366,-27.985563836845586,-7.672228958808543,0.6604917530163397,22,0,0,0
Fold1,Fold1_01,0.mov,18,26.494155172732142,0.2853613031735058,0.21977806862704083,0.026732486996900087,0.019138755980861243,0.0,0.0024998493817298423,0.003993782660294639,0,10.011107232051632,-30.450444430725607,-6.93763528664142,0.2143582901956261,22,0,0,0
Fold1,Fold1_01,0.mov,19,27.962345131926366,0.2729840039761841,0.20887496018796753,0.023037811887384997,0.01818181818181818,0.0,0.002334086824997236,0.0026410530486089363,0,9.497285127935669,-29.987460987038602,-6.792254742784883,0.1331830002741839,22,0,0,0
Fold1,Fold1_01,0.mov,20,29.43053509112059,0.29272234771409916,0.2849514238844466,0.0053523200424817185,0.017316017316017316,0.0,0.0026217866435236203,0.006454805519395104,0,9.537497472104478,-29.779173489228263,-6.614641664308561,0.687519644635395,22,0,0,0
Fold1,Fold1_01,0.mov,21,30.898725050314813,0.27223907809019504,0.15881075604412592,0.045208428194750176,0.022727272727272728,1.861420749777006,0.02271418134504112,0.030639137642763888,0,-8.862451512677923,-30.969344075708023,-36.770840258171454,22.222737762093608,22,0,0,0
Fold1,Fold1_01,0.mov,22,32.366915009509036,0.252454271894243,0.08934589420463351,0.06263762896675713,0.029644268774703556,3.560658305514035,0.02865373114564325,0.04315845251533937,0,1.6778880172567867,-28.10264668098158,-19.508410033194473,31.76338069902069,22,0,0,0
Fold1,Fold1_01,0.mov,23,33.83510496870326,0.30326173597554007,0.2922806290644861,0.006744780666248866,0.028409090909090908,3.412016023310413,0.05812893478878915,0.07980444741276603,0,24.795966330860953,-21.563951401927817,-36.54836626705915,53.315535080435076,22,0,0,0
Fold1,Fold1_01,0.mov,24,35.30329492789749,0.28813518210117156,0.21051647227332398,0.02311560118805545,0.02727272727272727,3.2752867837606336,0.011866832190902156,0.026622010349952586,0,2.816564394650934,-31.860363914435705,-26.497984886125824,15.422379815566185,22,0,0,0
Fold1,Fold1_01,0.mov,25,36.77148488709171,0.28638507237788413,0.21295985292745892,0.024743068606435575,0.026223776223776224,3.149093597696301,0.004368974104360549,0.0066675691175497225,0,6.892770602742861,-26.856143767434563,-6.8524431964573544,0.2059522685962642,22,0,0,0
Fold1,Fold1_01,0.mov,26,38.239674846285936,0.26244384047300107,0.1781133741668769,0.03940533908570518,0.02861952861952862,3.0322638183551227,0.005799347466238058,0.008202761892579258,0,8.030648968169375,-27.07698462603488,-5.763748848537565,0.6511746335649623,22,0,0,0
Fold1,Fold1_01,0.mov,27,39.70786480548016,0.2886475185502236,0.24825255333824092,0.01834067438392249,0.027597402597402596,2.923792592332663,0.0071765530559136596,0.008975618573389276,0,9.239601339599279,-26.45664866550362,-5.183456441649177,0.3403186614846444,22,0,0,0
Fold1,Fold1_01,0.mov,28,41.17605476467438,0.2869857956908184,0.20641437488048114,0.0326634430261874,0.02664576802507837,2.822813884277218,0.00702608640567939,0.008317497971820687,0,9.812410373096277,-27.214915851253377,-5.501215250348105,0.359144798433432,22,0,0,0
Fold1,Fold1_01,0.mov,29,42.64424472386861,0.2899159472796605,0.26926544987222256,0.00994146337670428,0.025757575757575757,2.728577305439435,0.0014677899314197594,0.004400793289793962,0,10.505188646909836,-28.1925732449669,-5.72446957122073,0.7250291334574455,22,0,0,0
Fold1,Fold1_01,0.mov,30,44.11243468306284,0.3112927432508803,0.29527623177621354,0.014702428643544603,0.024926686217008796,2.640429433604387,0.004675288677492052,0.007668101554713664,0,-4.15244289538374,-37.616570259007794,-61.74850238689751,20.325582945492012,22,0,0,0
Fold1,Fold1_01,0.mov,31,45.58062464225706,0.3055321756222821,0.26411829249753893,0.014379678359052002,0.024147727272727272,2.557798640518617,0.004051711813421465,0.006348208242122171,0,11.792627840468667,-30.544085802908544,-5.482830542898969,0.46541605280484505,22,0,0,0
Fold1,Fold1_01,0.mov,32,47.048814601451284,0.31161879136215453,0.309268867041273,0.001668402203794558,0.023415977961432508,2.480182681771845,0.005032099251422798,0.0061497929376898115,0,11.654587924134962,-30.662569257639802,-5.487406912446624,0.17288830535918878,22,0,0,0
Fold1,Fold1_01,0.mov,33,48.51700456064551,0.29673234298144774,0.23575521429442114,0.020558025391263078,0.022727272727272728,2.407138479631309,0.005076642898983666,0.005750381400033755,0,11.746663025095357,-31.005632349680173,-5.730068450814469,0.1565780835623072,22,0,0,0
Fold1,Fold1_01,0.mov,34,49.98519451983973,0.30848822384165303,0.3038259913499719,0.002871136627951578,0.02207792207792208,2.3382736596678644,0.004169500020850186,0.005506873105412825,0,11.456763089301491,-30.532275301728042,-5.515961555799727,0.15393776487285313,22,0,0,0
Fold1,Fold1_01,0.mov,35,51.45338447903396,0.3107253047004791,0.3087469248260588,0.0011983346268615996,0.021464646464646464,2.273239499727671,0.003543773889803263,0.004812754178615752,0,11.56970948056017,-30.64395976052982,-5.543274604404149,0.17709960073590225,22,0,0,0
Fold1,Fold1_01,0.mov,36,52.92157443822818,0.2848580730823618,0.1321549001636024,0.048696095210137944,0.02334152334152334,2.2117250237202803,0.00411567924214616,0.004976048319872346,0,11.869345487585889,-30.987898993006453,-5.517668330633343,0.314363671528874,22,0,0,0
Fold1,Fold1_01,0.mov,37,54.389764397422404,0.29876650992379655,0.20148875021819,0.031210532664984223,0.022727272727272728,2.1534520290833385,0.004452743043640514,0.006425195125493387,0,12.034330390099,-30.950576878635772,-5.540890784166589,0.1730582884818149,22,0,0,0
Fold1,Fold1_01,0.mov,38,55.85795435661663,0.296762814630512,0.23270645889476993,0.021837976378840752,0.022144522144522144,2.0981708801453767,0.005282311525160312,0.006508626976111267,0,12.790966416731608,-31.16810515402639,-5.243301541033547,0.31137798137993156,22,0,0,0
Fold1,Fold1_01,0.mov,39,57.32614431581085,0.2947340953586881,0.239321356587967,0.022664910416593305,0.02159090909090909,2.045656933202034,0.00544974094968717,0.00654124439520159,0,13.238090032207719,-31.276991767158176,-5.125702524425386,0.24023841909999266,22,0,0,0
Fold1,Fold1_01,0.mov,40,58.79433427500508,0.29791468700390483,0.2069047552959828,0.030748377003443954,0.02106430155210643,1.9957074853325059,0.006014246171907586,0.006754105852292939,0,13.192015826273552,-31.18254701812648,-4.859439259649601,0.12547733894085625,22,0,0,0
Fold1,Fold1_01,0.mov,41,60.262524234199304,0.2961088979846229,0.20749808311449167,0.027655414809814496,0.020562770562770564,1.948139159571601,0.005672247220003687,0.006300495210912493,0,13.23074202086912,-31.523553062553198,-4.858590558191586,0.2309970375554717,22,0,0,0
Fold1,Fold1_01,0.mov,42,61.730714193393524,0.31746761180155675,0.29152722426002164,0.009756885479663548,0.0200845665961945,1.9027856553276061,0.004571927488084226,0.005452736455037403,0,13.200146935283472,-31.242162175557073,-4.7390960222144,0.15630967791875122,22,0,0,0
Fold1,Fold1_01,0.mov,43,63.19890415258775,0.3190548113735547,0.3166548486572249,0.0012532440852505032,0.01962809917355372,1.8594958058785813,0.004451140947090955,0.0049031356047157795,0,13.351192140032174,-31.14004719880486,-4.695910510596091,0.2591588729541382,22,0,0,0
Fold1,Fold1_01,0.mov,44,64.66709411178198,0.3185046521861433,0.3030134377671177,0.007825539571123672,0.01919191919191919,1.818131895131029,0.0036924318134494132,0.004320328022107321,0,13.446433611631079,-31.53646056248548,-4.904478803585695,0.3851858625930299,22,0,0,0
Fold1,Fold1_01,0.mov,45,66.1352840709762,0.29092309101240743,0.2802780028342179,0.0072242167985472495,0.018774703557312252,1.7785681941489495,0.002233585706372905,0.003008905412084281,0,11.991952372267406,-29.700836658787576,-4.3687216053128255,0.31384853818746505,22,0,0,0
Fold1,Fold1_01,0.mov,46,67.60347403017043,0.3019830239163683,0.2683276561610052,0.015496952895361588,0.0183752417794971,1.7406896846898239,0.0020528783654193824,0.002425085140678431,0,13.078174260707032,-30.592391444683436,-4.463125009953028,0.6132402228791748,22,0,0,0
Fold1,Fold1_01,0.mov,47,69.07166398936465,0.3145176483034574,0.3108520100762764,0.002287365539002741,0.017992424242424244,1.7043909424498465,0.0022246195858524804,0.004195309055499574,0,11.73172071377738,-29.154737873314875,-4.707854577105222,0.6934146553447427,22,0,0,0
Fold1,Fold1_01,0.mov,48,70.53985394855887,0.3195843156265412,0.31576715797999466,0.0023931766337466917,0.017625231910946195,1.6695751571816044,0.004044716698868025,0.0050805064704060494,0,10.758894990116495,-27.96061954642869,-4.816662939727479,0.21962109229511345,22,0,0,0
Fold1,Fold1_01,0.mov,49,72.00804390775309,0.31470301024813124,0.312534846263571,0.0010482554448370959,0.017272727272727273,1.6361532705046298,0.003719361464508694,0.004148135273168895,0,10.502922809630142,-27.855444471117377,-4.681925952407428,0.1067779397403626,22,0,0,0
Fold1,Fold1_01,0.mov,50,73.47623386694733,0.29643274096963884,0.170000515335497,0.04009478083959352,0.01871657754010695,1.6040432152404887,0.003994992153226832,0.004639737255478635,0,10.174552284419947,-28.15069632739034,-4.370633319645853,0.2020548903695516,22,0,0,0
Fold1,Fold1_01,0.mov,51,74.94442382614154,0.315569435329749,0.311431691268573,0.0021119673434192195,0.018356643356643356,1.5731692425936903,0.0036147356960642123,0.004353162764880428,0,10.295286655810996,-28.302675042437684,-4.414453691072257,0.06913737169227127,22,0,0,0
Fold1,Fold1_01,0.mov,52,76.41261378533576,0.3043398334293443,0.2051029891975879,0.030420169251952674,0.018010291595197257,1.54346132556617,0.0016182854564145358,0.002937425863856564,0,10.134564208779151,-28.693566745671607,-4.298012304883757,0.08767530100527554,22,0,0,0
Fold1,Fold1_01,0.mov,53,77.88080374453,0.2994509100320632,0.20018936399318044,0.03546691789553978,0.017676767676767676,1.5148546287149012,0.0018286580644573545,0.0035755442346866342,0,10.22161724796742,-28.70885340498324,-4.2413025529242185,0.19317685769700976,22,0,0,0
Fold1,Fold1_01,0.mov,54,79.34899370372422,0.31082799833769986,0.30011803313027374,0.00422076576838687,0.017355371900826446,1.4872890358019752,0.002340354451889553,0.002798167139912039,0,10.367942714564863,-28.832438746085014,-4.273354465270973,0.04366131593110702,22,0,0,0
Fold1,Fold1_01,0.mov,55,80.81718366291844,0.28156248993156596,0.19005625077484029,0.035047996638631194,0.017857142857142856,1.46070872809471,0.0025379477333021022,0.003377326712784399,0,10.60115544261066,-29.21527815359349,-4.322395226863821,0.21491622768366295,22,0,0,0
Fold1,Fold1_01,0.mov,56,82.28537362211267,0.29512386115722244,0.22429467233216244,0.024394373284366742,0.017543859649122806,1.4350618070906527,0.002058650172050882,0.002762922118458056,0,10.79968099483991,-29.443783104150523,-4.3876300117174285,0.13872401355033556,22,0,0,0
Fold1,Fold1_01,0.mov,57,83.75356358130689,0.27376267078465344,0.17081124181915497,0.04285155382964447,0.018808777429467086,1.4102999563016376,0.0014546983656043412,0.002021446940129965,0,10.881476864434179,-29.487662621043174,-4.416464391328444,0.21040945656984658,22,0,0,0
Fold1,Fold1_01,0.mov,58,85.22175354050111,0.30404190753278626,0.2911734261561315,0.009771801999765484,0.01848998459167951,1.3863781374592044,0.002154516164141307,0.0031064161865309334,0,10.49968096081173,-28.279786440692547,-4.951771622471184,0.326477683009391,22,0,0,0
Fold1,Fold1_01,0.mov,59,86.68994349969535,0.3084169681723362,0.30490404673834515,0.0019090691099066528,0.01818181818181818,1.3632543171225078,0.004872284622952994,0.00614443671616677,0,10.62217242422105,-27.275801152810633,-5.856208731119218,0.22348477771612604,22,0,0,0
Fold1,Fold1_01,0.mov,60,88.15813345888957,0.2954384117436705,0.2906696032008654,0.003456935445965331,0.01788375558867362,1.3408892201973066,0.005923932267614251,0.006524133195688599,0,11.190634213036178,-25.454530263062768,-5.666533230316586,0.1397635956177106,22,0,0,0
Fold1,Fold1_01,0.mov,61,89.62632341808379,0.27256229611925326,0.09165844155770046,0.06348795634397468,0.019794721407624633,1.9788691609881746,0.0049320211188381,0.005881648807854099,0,11.152817596920299,-25.042423588769044,-5.239557943798598,0.39323366500658075,22,0,0,0
Fold1,Fold1_01,0.mov,62,91.09451337727802,0.2759949711024014,0.16337485651788836,0.03954595793018106,0.020923520923520924,1.9474358602360156,0.004072641878358884,0.004425147901197959,0,11.53647571558675,-27.71878214337133,-5.925473184343176,0.23285606669586625,22,0,0,0
Fold1,Fold1_01,0.mov,63,92.56270333647224,0.2985596886426574,0.27845823090884536,0.006133944108875238,0.020596590909090908,1.9169855482778122,0.005348546567083815,0.006249422251298757,0,11.397707552052845,-28.8549162608342,-5.920464777512555,0.213636370444123,22,0,0,0
Fold1,Fold1_01,0.mov,64,94.03089329566646,0.2901826466595999,0.22096714316161714,0.025342965662179754,0.02027972027972028,1.8874728246514219,0.003999545170083452,0.005692992354455889,0,11.7001625871253,-28.326914649132583,-5.653078244580072,0.14946141118847103,22,0,0,0
Fold1,Fold1_01,0.mov,65,95.4990832548607,0.29697415661356485,0.25002717633991767,0.018857180764769957,0.01997245179063361,1.8588550423341708,0.0033610886803624018,0.0037821050004674243,0,11.768134453072589,-28.923764780473768,-5.733493295391534,0.14842520659589128,22,0,0,0
Fold1,Fold1_01,0.mov,66,96.96727321405491,0.3032914018926745,0.2998258164457859,0.0018645830040136477,0.01967435549525102,1.8310921021227982,0.0038330606005445187,0.004171178391139,0,11.852945938207888,-28.772941205019162,-5.769070084588302,0.20328487483392557,22,0,0,0
Fold1,Fold1_01,0.mov,67,98.43546317324913,0.3060586572477067,0.3007014772155168,0.002233879375706432,0.019385026737967916,1.804146265168483,0.004099866886741839,0.0052376532298032885,0,11.65394517261109,-28.371059315109925,-5.690969226233275,0.17213133256356636,22,0,0,0
Fold1,Fold1_01,0.mov,68,99.90365313244337,0.2777901957917939,0.21879938789147685,0.026323665786129095,0.019104084321475624,1.7779819818239169,0.004105862643854551,0.004847637692807074,0,11.662787052862416,-29.145345197641937,-5.916055517096959,0.13679628249115156,22,0,0,0
Fold1,Fold1_01,0.mov,69,101.37184309163759,0.2952215672291245,0.26481213093076506,0.013781954284122818,0.01883116883116883,1.7525657351701638,0.003954021479506641,0.0046768112791335005,0,11.652746413049744,-28.476660648109966,-5.516743214044424,0.14612572861675927,22,0,0,0
Fold1,Fold1_01,0.mov,70,102.8400330508318,0.28132661076928867,0.23869101040405472,0.01849558194497307,0.01856594110115237,1.7278658977750685,0.004101541756477456,0.004868321423728334,0,11.66516703606825,-28.896851454782894,-5.481081080394751,0.24135519923623755,22,0,0,0
Fold1,Fold1_01,0.mov,71,104.30822301002604,0.2826060579830725,0.22493237896070647,0.02333776483762693,0.018308080808080808,1.703852600396009,0.004658419322871962,0.005218986680315407,0,11.598804090798955,-28.543466450812467,-5.33110496966342,0.11713202805760078,22,0,0,0
Fold1,Fold1_01,0.mov,72,105.77641296922026,0.2872043351413689,0.23906697300598218,0.018678210892007004,0.01805728518057285,1.6804976114809234,0.004172256643905058,0.005293190222696172,0,11.917312872460203,-29.248614468027085,-5.334653341781429,0.14422992760868183,22,0,0,0
Fold1,Fold1_01,0.mov,73,107.24460292841448,0.27581499399786696,0.23680379021159248,0.019961932312638996,0.017813267813267815,1.6577742264455329,0.0038021266310328205,0.004104583962265132,0,12.016412667410485,-29.340788751991013,-5.431648788430244,0.07058420410492303,22,0,0,0
Fold1,Fold1_01,0.mov,74,108.71279288760871,0.2834049495192652,0.2139841247015396,0.03111930607243171,0.017575757575757574,1.635657165813755,0.0038453409585076674,0.004457622328048213,0,11.84667302428507,-29.20767660425963,-5.555676504430408,0.18943536960011725,22,0,0,0
Fold1,Fold1_01,0.mov,75,110.18098284680293,0.2759365024971905,0.16796409307708146,0.03592892882393141,0.01854066985645933,1.6141224814044774,0.004757733462796233,0.005208320971978666,0,11.38501712847728,-28.687706757082537,-5.759188587746849,0.1878065222787373,22,0,0,0
Fold1,Fold1_01,0.mov,76,111.64917280599715,0.28465715836348393,0.2452383992956017,0.018506680615404697,0.01829988193624557,1.5931474698327714,0.003830165401008161,0.004881726407261004,0,11.14669478218448,-29.33678831082683,-6.304495602804502,0.31957316021400634,22,0,0,0
Fold1,Fold1_01,0.mov,77,113.11736276519139,0.2755063548733907,0.2180132084882714,0.021869615127001547,0.018065268065268064,1.572710592668736,0.004711745989649791,0.005977982406475129,0,11.092505937660054,-28.58640652368588,-6.343329188380832,0.29850099344269737,22,0,0,0
Fold1,Fold1_01,0.mov,78,114.58555272438561,0.3037525748831216,0.29455679321971073,0.004971244353956935,0.017836593785960874,1.5527914026637202,0.0032213638605965568,0.0045535539300122566,0,12.303122677007877,-29.100717792621115,-5.468659726375945,0.43933827056109337,22,0,0,0
Fold1,Fold1_01,0.mov,79,116.05374268357983,0.28092279928353403,0.11363347925643069,0.049574437294728484,0.01875,1.5333704755127242,0.0011254056106821755,0.0020207550301762716,0,12.269238479038448,-29.75185126662997,-4.83076893537366,0.2676428002204075,22,0,0,0
Fold1,Fold1_01,0.mov,80,117.52193264277406,0.3086564996340963,0.30426902127700317,0.0021773564662052234,0.018518518518518517,1.514429346674274,0.0014302490436019681,0.0018396952966413592,0,12.694452966508566,-29.551125221504904,-5.077353204622533,0.05604368732688111,22,0,0,0
Fold1,Fold1_01,0.mov,81,118.99012260196828,0.2864438324022304,0.2511064966325215,0.025717986249891515,0.01835372636262514,1.500945279035549,0.0011233531035641198,0.0016700893269091354,0,12.629255764183325,-29.562710327999863,-5.080762943473939,0.17230900775804311,22,0,0,0
Fold1,Fold1_01,0.mov,82,120.4583125611625,0.2620180679236835,0.09002916862552061,0.0534937759021576,0.01835372636262514,1.500945279035549,0.0018250599058539866,0.0034861916213362386,0,12.152856047409076,-29.50614630495339,-5.144090647682856,0.3393744256169768,22,0,0,0
Fold1,Fold1_01,0.mov,83,121.92650252035673,0.3028301819994932,0.3000182697612233,0.0025401426932665015,0.01835372636262514,1.500945279035549,0.0031722449457944517,0.0036434059670531556,0,12.207938770023928,-29.447256989358518,-5.448729222400173,0.07131255801737683,22,0,0,0
Fold1,Fold1_01,0.mov,84,123.39469247955095,0.2504528409852166,0.06358455787433212,0.054903507611824505,0.01946607341490545,1.500945279035549,0.0032953783180812196,0.0038070158037995373,0,11.608038613086736,-29.132837295842545,-5.394885481259404,0.5425021978699006,22,0,0,0
Fold1,Fold1_01,0.mov,85,124.86288243874517,0.29827491171216647,0.2645344581066553,0.01391386067030874,0.01946607341490545,1.500945279035549,0.005594305429932112,0.014422061652164765,0,7.4098577872411715,-28.12996841544697,-3.875115024632774,3.9410341233624373,22,0,0,0
Fold1,Fold1_01,0.mov,86,126.33107239793941,0.2530836066006884,0.09390907722922556,0.05198929979547268,0.021134593993325918,2.001260372047399,0.00852635172432761,0.010823622465566023,0,1.4587037579154989,-25.876297318018143,-2.385648836511152,0.5058684239270961,22,0,0,0
Fold1,Fold1_01,0.mov,87,127.79926235713363,0.2590487956204354,0.23366001586060714,0.016783152639518868,0.021134593993325918,2.001260372047399,0.007955880726878327,0.009282475514792544,0,1.9215771218938407,-25.859704393371548,-2.9164572128191053,0.2529257277440615,22,0,0,0
Fold1,Fold1_01,0.mov,88,129.26745231632785,0.259200388621655,0.25135932679819684,0.003546654916048057,0.020022246941045607,2.001260372047399,0.007911697335735839,0.009688999015331778,0,1.9104109499787874,-25.83843191121448,-2.94695821092349,0.05458646321268557,22,0,0,0
Fold1,Fold1_01,0.mov,89,130.73564227552208,0.26746088847835303,0.26440950332612356,0.0015892205311607715,0.01946607341490545,2.0012603720473985,0.00796439256267938,0.009084268688729209,0,1.996217613025073,-25.95859553448864,-2.9969160718800953,0.07765325997734458,22,0,0,0
Fold1,Fold1_01,0.mov,90,132.2038322347163,0.24593378750739767,0.1568424991515867,0.030285868370648904,0.020022246941045607,2.001260372047399,0.008659861021568559,0.009163729761160885,0,1.5447153919001464,-25.660946401059167,-3.044837324463275,0.15022727022101398,22,0,0,0
Fold1,Fold1_01,0.mov,91,133.67202219391052,0.25972566685260046,0.13165639177339483,0.028605766164247634,0.020578420467185762,2.001260372047399,0.008367346109634442,0.009244949286482384,0,1.7482962181126538,-25.66170248090504,-3.02341526097525,0.2723324139012269,22,0,0,0
Fold1,Fold1_01,0.mov,92,135.14021215310476,0.2590485297052811,0.1718302746467988,0.030797853261969724,0.021134593993325918,2.0012603720473985,0.007184403026216617,0.008830367587958689,0,2.0433013923740906,-25.808130853567526,-3.102881207287494,0.31420166961214313,22,0,0,0
Fold1,Fold1_01,0.mov,93,136.60840211229896,0.2750870379198643,0.2549442135079903,0.00764158721984787,0.021134593993325918,2.001260372047399,0.003177594102128096,0.004096388658350913,0,2.416643949250244,-25.09750146527048,-3.1413518991856835,0.17008726197019927,22,0,0,0
Fold1,Fold1_01,0.mov,94,138.0765920714932,0.2561648787419087,0.17983845333309656,0.028853813806527073,0.02224694104560623,2.001260372047399,0.002402736034317302,0.007800133597952169,0,2.4544844447838887,-25.182847749677514,-3.199444095998407,0.30112203064540227,22,0,0,0
Fold1,Fold1_01,0.mov,95,139.54478203068743,0.24202009305042116,0.17879734223437543,0.022115711817908983,0.02224694104560623,2.0012603720473985,0.004969157108292478,0.007946096954518325,0,2.899346230059389,-25.134987315274017,-3.490574043866474,0.9560288794628211,22,0,0,0
Fold1,Fold1_01,0.mov,96,141.01297198988163,0.28461508650724504,0.2757763616720515,0.00718099493532788,0.02224694104560623,2.001260372047399,0.004405022521953592,0.006343181359890551,0,11.066123056064932,-24.82306443178262,-9.160625072723084,3.45399290329081,22,0,0,0
Fold1,Fold1_01,0.mov,97,142.48116194907587,0.19770760703781162,0.05496840956779822,0.07959076807638929,0.027808676307007785,3.001890558071098,0.007906789497584044,0.01572623020940493,0,13.528561546119109,-24.156509323648276,-11.939792905176686,0.9258015320497186,22,0,0,0
Fold1,Fold1_01,0.mov,98,143.9493519082701,0.26402709843546224,0.23324264631989647,0.013839868576030102,0.027252502780867632,3.0018905580710977,0.0037468765991265957,0.010164093093852956,0,14.800450515688993,-22.388732665456658,-11.130640048909171,0.30470703499315793,22,0,0,0
Fold1,Fold1_01,0.mov,99,145.4175418674643,0.26273002733023276,0.10362665681581348,0.050878829841982144,0.02836484983314794,3.001890558071098,0.0017210038294862562,0.0022420561020617467,0,14.39272748537722,-22.604843863518923,-10.422369187463376,0.4743349571709088,22,0,0,0
Fold1,Fold1_01,0.mov,100,146.88573182665854,0.291272911715846,0.24337080237946962,0.019553884411141215,0.02836484983314794,3.001890558071098,0.004795711977843647,0.007942858230885416,0,13.267471850700968,-27.2784109852773,-7.926947583030596,0.700477399960146,22,0,0,0
Fold1,Fold1_01,0.mov,101,148.35392178585278,0.2777425690088999,0.15079150969960428,0.04247659344000524,0.029477196885428252,3.0018905580710977,0.0025955391833137075,0.003302826276235249,0,13.06258094982533,-29.03498540765124,-6.858655055168746,0.5184809454435616,22,0,0,0
